,Interest Pages,Follower Counts,Follow Rate
2912,Rincon Consultants Inc.,"4,205",0.0016173076923076922
2913,Boulder Medical Center P.C.,662,0.00025461538461538455
2914,PT. Sasa Inti,"96,722",0.03720076923076923
2915,Siloam Hospitals Group,"30,986",0.011917692307692306
2916,Alaka`ina Foundation Family of Companies,"4,231",0.0016273076923076922
2917,GeeksforGeeks,"411,432",0.15824307692307693
2918,Docker Inc,"374,873",0.14418192307692307
2919,FINRA,"99,270",0.03818076923076923
2920,Consorcio Nobis,"69,945",0.02690192307692308
2921,Freshworks,"238,028",0.09154923076923076
2922,ResourceXperts,"8,744",0.003363076923076923
2923,BANRED S.A.,"33,723",0.012970384615384616
2924,PT. Sariguna Primatirta Tbk  (TANOBEL FOOD),"5,999",0.002307307692307693
2925,PT Nippon Indosari Corpindo Tbk,"176,266",0.06779461538461537
2926,Buffer,"36,725",0.014125
2927,PT Mandom Indonesia Tbk,"33,672",0.01295076923076923
2928,Eka Hospital,"13,936",0.00536
2929,ISS Facility Services - North America,"35,090",0.013496153846153849
2930,Lifescape Colorado,"1,910",0.0007346153846153848
2931,MB STONECARE AND SUPPLY LLC,75,2.8846153846153845e-05
2932,ChenMed,"29,881",0.011492692307692308
2933,Tower Bersama Group,"33,125",0.012740384615384615
2934,Mayapada Hospital,"12,335",0.0047442307692307705
2935,Art2Arts,"43,367",0.016679615384615383
2936,Martha Tilaar Group,"46,835",0.01801346153846154
2937,PT. Wismilak Inti Makmur Tbk.,"38,138",0.01466846153846154
2938,PT Smartfren Telecom Tbk,"53,738",0.020668461538461545
2939,Gojek,"583,410",0.22438846153846154
2940,Dexa Group Career,"21,221",0.008161923076923077
2941,E&K Companies Inc.,"4,484",0.0017246153846153846
2942,Goldstar,"1,388",0.0005338461538461538
2943,Chargebee,"42,814",0.016466923076923073
2944,THE WORLD PROPERTY JOURNAL,"2,284",0.0008784615384615385
2945,Global Contracting Services Inc.,83,3.192307692307692e-05
2946,PAPELERA NACIONAL S.A.,"26,145",0.010055769230769231
2947,IDEO.org,"74,061",0.028485000000000007
2948,PT. Sukanda Djaya - Diamond Cold Storage,"80,125",0.03081730769230769
2949,Humana S.A.,"20,018",0.007699230769230769
2950,tiket.com,"96,892",0.03726615384615385
2951,Slice Communications,"3,153",0.0012126923076923074
2952,The Anderson Group,223,8.576923076923076e-05
2953,Coursera,"745,440",0.28670769230769233
2954,Saludsa,"28,980",0.011146153846153846
2955,PT. Hutama Karya (Persero),"137,843",0.05301653846153846
2956,KPMG,"1,886,355",0.7255211538461539
2957,foodpanda,"141,618",0.054468461538461535
2958,Denver Business Journal,"30,862",0.01187
2959,Indurama,"58,579",0.02253038461538461
2960,Colorado Immigrant Rights Coalition,387,0.00014884615384615392
2961,Lyft,"233,491",0.08980423076923076
2962,Danone Aqua,"203,367",0.07821807692307693
2963,John B. Hensbergen International Affairs,"8,233",0.003166538461538461
2964,ABACUS360,"1,528",0.0005876923076923077
2965,Traveloka,"334,723",0.12873961538461534
2966,Netlife Ecuador,"37,425",0.014394230769230769
2967,Adtaxi,"5,514",0.0021207692307692308
2968,Art Basel,"149,319",0.05743038461538464
2969,Bitmovin,"5,266",0.0020253846153846155
2970,Colorado Coalition for the Homeless,"4,140",0.0015923076923076926
2971,Bukalapak,"249,072",0.09579692307692307
2972,HackerEarth,"324,296",0.12472923076923075
2973,OPPO,"234,162",0.09006230769230769
2974,Grupo Mavesa,"73,619",0.028315000000000007
2975,Pegipegi,"45,643",0.017555
2976,Teleamazonas,"23,954",0.009213076923076923
2977,Banco Pichincha,"120,620",0.046392307692307684
2978,ZALORA Group,"164,876",0.06341384615384615
2979,PT Semen Indonesia,"102,845",0.039555769230769235
2980,Prime - Family Health Records,64,2.4615384615384616e-05
2981,KIPP Colorado Schools,"1,283",0.0004934615384615384
2982,Samsung Electronics Italia,"109,570",0.042142307692307694
2983,VelvetJobs,"99,609",0.03831115384615385
2984,Wings Group Indonesia (Sayap Mas Utama),"315,601",0.12138499999999999
2985,PRODUBANCO - Grupo Promerica,"132,606",0.051002307692307694
2986,NOVAECUADOR S.A.,"24,277",0.009337307692307692
2987,Banco Internacional Ecuador,"85,884",0.033032307692307694
2988,UX studio,"50,201",0.019308076923076924
2989,Webflow,"28,323",0.010893461538461541
2990,Circle,"18,707",0.007195
2991,Glints,"53,894",0.02072846153846154
2992,PoC3 (The Point of Care Communication Council),727,0.00027961538461538456
2993,Network Advertising Initiative (NAI),"4,167",0.0016026923076923078
2994,Kissflow,"19,181",0.007377307692307693
2995,Servientrega CS,"39,448",0.01517230769230769
2996,Arts Artists Artwork,"80,369",0.03091115384615385
2997,Alodokter,"23,411",0.00900423076923077
2998,ClickBank University,681,0.00026192307692307696
2999,PT Mega Akses Persada (FiberStar),"11,750",0.004519230769230768
3000,Laboratorios Bagó del Ecuador,"36,780",0.014146153846153846
3001,Havenly,"8,674",0.003336153846153846
3002,KOMPAS GRAMEDIA,"60,876",0.02341384615384616
3003,Stack Overflow Talent,"17,005",0.0065403846153846154
3004,Klook,"106,084",0.04080153846153847
3005,Alibaba Group,"977,448",0.3759415384615384
3006,HBF Textiles,"1,140",0.0004384615384615385
3007,TONICORP,"94,784",0.03645538461538461
3008,Moka,"18,149",0.006980384615384615
3009,Tesalia CBC,"91,455",0.035175
3010,PT Indocement Tunggal Prakarsa Tbk. - HeidelbergCement Group,"69,223",0.026624230769230768
3011,CodeChef,"267,751",0.10298115384615383
3012,Vinhar HR Consultants,"37,314",0.014351538461538459
3013,Pawoon,"7,113",0.0027357692307692304
3014,freeCodeCamp,"443,637",0.17062961538461538
3015,GitLab Inc.,"426,348",0.16398
3016,Adot,"3,190",0.0012269230769230768
3017,SEGUROS DEL PICHINCHA,"17,244",0.0066323076923076926
3018,Banco del Austro,"38,123",0.014662692307692309
3019,VELVET Film Production,906,0.0003484615384615385
3020,Corporacion Favorita C.A.,"175,607",0.06754115384615385
3021,GOIKO,"12,240",0.004707692307692308
3022,Grab,"427,139",0.16428423076923074
3023,Industrias Ales C.A,"81,574",0.03137461538461539
3024,PGAS Telekomunikasi Nusantara PT,"4,194",0.001613076923076923
3025,Bethsaida Hospitals,"1,505",0.0005788461538461539
3026,ZTE Italia,"25,069",0.009641923076923076
3027,Sentry (sentry.io),"2,688",0.0010338461538461539
3028,MANDIRI UTAMA FINANCE,"16,098",0.006191538461538462
3029,IDEO U,"60,926",0.023433076923076925
3030,telkomtelstra,"39,668",0.015256923076923074
3031,AdHawk,"2,240",0.0008615384615384615
3032,re:Work with Google,"46,205",0.017771153846153846
3033,Equivida,"12,192",0.0046892307692307685
3034,PT Industri Kereta Api (Persero),"291,423",0.11208576923076924
3035,Airy,"30,463",0.011716538461538462
3036,NOVACERO S.A.,"47,674",0.018336153846153846
3037,Corporación GPF (Grupo Fybeca),"67,967",0.026141153846153845
3038,Halodoc ID,"20,397",0.007845
3039,TaniHub,"18,371",0.007065769230769231
3040,Rincon Partners LLC,278,0.00010692307692307692
3041,PT Jasnita Telekomindo Tbk.,"1,226",0.0004715384615384615
3042,Idle Media Inc (IDLM),30,1.153846153846154e-05
3043,Datpiff.com,88,3.384615384615385e-05
3044,Grupo DIFARE,"106,485",0.04095576923076923
3045,OMARSA S.A.,"29,858",0.011483846153846157
3046,Square One Media Solutions Pvt. Ltd.,"1,119",0.00043038461538461535
3047,Union National Bank Egypt,"32,788",0.01261076923076923
3048,National Military Spouse Network,"1,155",0.00044423076923076925
3049,RINCO ULTRASONICS,653,0.00025115384615384615
3050,Valley Packaging Supply Co Inc.,408,0.00015692307692307693
3051,Tpaga,"4,728",0.0018184615384615388
3052,Banco del Pacífico,"135,358",0.05206076923076923
3053,ICR Inc.,976,0.00037538461538461537
3054,Vigor,"232,863",0.08956269230769233
3055,Claro Ecuador,"141,454",0.05440538461538462
3056,Moderna Alimentos S.A,"47,899",0.01842269230769231
3057,Crocs India,"13,052",0.00502
3058,Diario El Universo,"82,322",0.031662307692307684
3059,Veris - Latinomedical S.A.,"46,161",0.01775423076923077
3060,InterviewBit,"113,861",0.0437926923076923
3061,AIGA Eye on Design,"85,166",0.032756153846153845
3062,Stafford Consulting (UK),"1,358",0.0005223076923076923
3063,RedDoorz,"45,695",0.017575
3064,Jio,"417,913",0.16073576923076924
3065,Loker,"568,941",0.21882346153846155
3066,Holcim Ecuador,"166,833",0.06416653846153847
3067,Current,"5,536",0.002129230769230769
3068,Skrill,"8,590",0.0033038461538461533
3069,Asociación Red de Talento humano LATAM,"205,249",0.07894192307692308
3070,Puntonet S.A.,"15,155",0.005828846153846154
3071,Papelesa Cia. Ltda.,"22,686",0.008725384615384616
3072,Fulfillment by Amazon,"10,119",0.0038919230769230775
3073,PopSockets,"6,086",0.002340769230769231
3074,9Sail,604,0.00023230769230769239
3075,JD.ID,"108,829",0.041857307692307694
3076,Ruangguru,"108,662",0.041793076923076926
3077,Grupo VILASECA,"64,919",0.02496884615384616
3078,Perrygo Consulting Group LLC,255,9.807692307692309e-05
3079,Hitachi – Global Research,"10,130",0.003896153846153846
3080,Huawei Consumer Business Group,"406,711",0.1564273076923077
3081,Prime Video Direct,"12,507",0.004810384615384615
3082,IDN Media,"44,715",0.017198076923076924
3083,Popwallet,641,0.0002465384615384616
3084,Byars|Wright Insurance,380,0.0001461538461538462
3085,Amazon Developers,"6,366",0.002448461538461539
3086,MNCTV,"36,926",0.014202307692307691
3087,Sayurbox,"35,554",0.013674615384615384
3088,The CEO's Right Hand,600,0.00023076923076923082
3089,NBCU Advertising & Partnerships,"9,861",0.003792692307692307
3090,CNT Ecuador,"18,476",0.007106153846153845
3091,nHub,347,0.00013346153846153846
3092,wind tre,"82,870",0.03187307692307692
3093,JVZoo,"1,317",0.0005065384615384615
3094,Improvado,"1,146",0.00044076923076923075
3095,Fair Share Consulting. Inc,60,2.307692307692308e-05
3096,TIA S.A.,"103,443",0.03978576923076923
3097,Huawei Mobile Italia,"30,798",0.011845384615384615
3098,freeCodeCamp Alumni Network,"1,080",0.00041538461538461537
3099,Open Fiber,"51,759",0.01990730769230769
3100,Hitachi Vantara,"311,511",0.11981192307692308
3101,Amplus Corp,83,3.192307692307692e-05
3102,Nexus 5 Group,222,8.538461538461538e-05
3103,NextRoll,"34,760",0.01336923076923077
3104,Liberty Latin America,"29,393",0.011305
3105,Coletivo UX,"13,825",0.005317307692307692
3106,BlackHorse Solutions,"1,768",0.0006799999999999999
3107,World Poultry Foundation,"1,519",0.0005842307692307693
3108,Chiper,"3,999",0.0015380769230769224
3109,EBE Bank (Export Development Bank of Egypt),"64,272",0.02472
3110,Employment and Student Entrepreneurial Services,"1,792",0.0006892307692307692
3111,Disney Streaming Services,"67,131",0.025819615384615385
3112,Swedish Fashion Association,"1,386",0.0005330769230769231
3113,DISQO,"4,988",0.0019184615384615386
3114,Cali'flour Foods,647,0.00024884615384615386
3115,UX Collective (uxdesign.cc),"153,856",0.059175384615384616
3116,Google News Initiative,"12,399",0.004768846153846154
3117,Ahli United Bank,"52,132",0.02005076923076924
3118,Mamikos.com,"29,710",0.011426923076923076
3119,kumparan,"48,982",0.018839230769230768
3120,OVO (PT Visionet Internasional),"125,524",0.04827846153846154
3121,BPJS Ketenagakerjaan,"14,780",0.005684615384615384
3122,PT Wijaya Karya (Persero) Tbk,"305,929",0.117665
3123,JobStreet Indonesia,"243,471",0.0936426923076923
3124,First Abu Dhabi Bank (FAB),"551,358",0.2120607692307692
3125,DANA Indonesia,"89,892",0.03457384615384616
3126,Indosat Ooredoo Business,"8,012",0.003081538461538461
3127,Centratama Group,"2,661",0.0010234615384615382
3128,PT Prodia Widyahusada Tbk,"4,992",0.00192
3129,Breathe Me,100,3.846153846153845e-05
3130,Warung Pintar,"15,150",0.0058269230769230785
3131,IncomeAccess,18,6.9230769230769225e-06
3132,Zoho Recruit,"31,875",0.012259615384615384
3133,LINE Indonesia,"33,506",0.01288692307692308
3134,Alexa Auto,"4,676",0.0017984615384615387
3135,Xiaomi India,"105,459",0.04056115384615384
3136,Job Walkins,399,0.00015346153846153846
3137,Kopi Kenangan,"53,262",0.020485384615384617
3138,OYO Indonesia,"19,510",0.007503846153846154
3139,LinkAja,"110,592",0.04253538461538461
3140,KlikDokter,"1,410",0.0005423076923076923
3141,Amazon Launchpad,"4,911",0.001888846153846154
3142,The Interaction Design Foundation,"65,514",0.025197692307692303
3143,Cervecería Nacional,"224,162",0.08621615384615385
3144,Kavak México,"22,022",0.00847
3145,Corporación Fernandez S.A.,"58,631",0.02255038461538461
3146,Grantmakers in the Arts,"2,763",0.0010626923076923077
3147,Seguros Equinoccial,"11,822",0.004546923076923078
3148,Stack Overflow Talent UK,"1,390",0.0005346153846153847
3149,Stack Overflow Talent DE,"1,825",0.0007019230769230769
3150,American Pouch Converters Inc,367,0.00014115384615384616
3151,Design & UX Jobs,"35,825",0.013778846153846155
3152,McKinsey Design,"36,071",0.013873461538461541
3153,وظائف في الكويت,"177,866",0.06841
3154,وظائف في الامارات,"241,062",0.09271615384615384
3155,Amazon Kindle,"6,444",0.002478461538461539
3156,Al Ahli Bank of Kuwait - Egypt,"32,034",0.012320769230769229
3157,وظائف محاسبين في الكويت,"1,595",0.0006134615384615384
3158,Vegan Fine Brands,584,0.00022461538461538457
3159,طلب توظيف فى الكويت,"9,607",0.003695
3160,Google for Startups,"67,093",0.025805
3161,Clickbank Aff,931,0.00035807692307692314
3162,Attijariwafa bank Egypt,"71,002",0.027308461538461545
3163,GoPay Indonesia,"88,536",0.034052307692307694
3164,Axos Bank,"7,940",0.003053846153846154
3165,BLOM BANK Egypt,"44,416",0.017083076923076927
3166,RS. Bunda Group,"2,779",0.001068846153846154
3167,Diversity Equity and Inclusion+,"11,025",0.0042403846153846155
3168,Skrill USA Inc.,"2,436",0.0009369230769230767
3169,John Crestani,675,0.00025961538461538456
3170,Jobot,"170,415",0.06554423076923077
3171,ila Bank,"9,479",0.003645769230769231
3172,Google User Experience Research,"16,907",0.006502692307692307
3173,IntoTheBlock,727,0.00027961538461538456
3174,Fresh Squeezed Tech,295,0.00011346153846153845
3175,Precision Color Graphics-PCG,100,3.846153846153845e-05
3176,Amazon Advertising,"112,210",0.04315769230769232
3177,Banky Egypt,"97,252",0.03740461538461538
3178,UX Research and Strategy Group,"21,464",0.008255384615384614
3179,Amazon Alexa Developers,"17,717",0.00681423076923077
3180,Grupo Torres & Torres,"21,270",0.008180769230769231
3181,Tributi,958,0.0003684615384615384
3182,U.S. Small Business Administration - Office of Advocacy,"1,806",0.0006946153846153848
3183,Crocs Europe B.V.,"1,881",0.0007234615384615385
3184,Bancorp Group,264,0.00010153846153846156
3185,Master Recruitment ME,"251,658",0.09679153846153847
3186,JOB ALERTS HUB,"663,307",0.2551180769230769
3187,Nissan Nigeria,"1,244",0.0004784615384615384
3188,Banco Bolivariano,"58,222",0.02239307692307692
3189,NETELLER Malta,687,0.00026423076923076926
3190,Login with Amazon,"2,932",0.0011276923076923074
3191,EGbank,"57,175",0.021990384615384617
3192,One Sandbox: Where Creative Diversity Lives,795,0.0003057692307692308
3193,The United Bank of Egypt / Official,"42,799",0.016461153846153848
3194,WISN 12 Sales,211,8.115384615384616e-05
3195,iliad,"24,933",0.009589615384615386
3196,Majoo Indonesia,928,0.00035692307692307683
3197,Job4freshers,"158,913",0.06112038461538464
3198,Job Vacancy Result (2123 Recruiter Service Pvt. Ltd),"314,334",0.12089769230769233
3199,PT. Ultra Prima Abadi,"33,706",0.012963846153846154
3200,smartfren. BUSINESS,939,0.0003611538461538461
3201,B&H B2B,228,8.769230769230771e-05
3202,OMNI Hospitals,"1,089",0.00041884615384615387
3203,Get A Job - Experienced & Freshers Jobs,"93,425",0.03593269230769231
3204,Jobs Factory,"219,268",0.08433384615384615
3205,CFN - Corporación Financiera Nacional del Ecuador,"54,439",0.020938076923076924
3206,Truora Inc.,"4,769",0.0018342307692307688
3207,Valiu,"1,205",0.0004634615384615384
3208,Interagua Ecuador,"27,961",0.010754230769230771
3209,Huawei Enterprise Italia,"2,798",0.0010761538461538463
3210,Keller Williams Integrity Real Estate,202,7.76923076923077e-05
3211,SehatQ,"1,168",0.00044923076923076926
3212,La Fabril S.A.,"155,756",0.05990615384615385
3213,Grupo R5,290,0.00011153846153846152
3214,MediaLab,349,0.00013423076923076925
3215,Tech ProLIVE,946,0.0003638461538461538
3216,Skidabrader,19,7.307692307692308e-06
3217,Hiring Professional,"244,735",0.09412884615384616
3218,ACW - Advanced Converting Works,272,0.0001046153846153846
3219,Specialty Packaging Technologies,322,0.00012384615384615383
3220,Paramount Television Studios,"20,022",0.00770076923076923
3221,Dubai Vacancy | Dubai Jobs | Gulf Careers,"190,543",0.07328576923076924
3222,Elite K-9 Inc.,"1,407",0.0005411538461538462
3223,Cámara Marítima del Ecuador,"4,281",0.0016465384615384614
3224,ActionCOACH Colorado,233,8.96153846153846e-05
3225,Phoenix Converting,94,3.6153846153846145e-05
3226,360 Research Reports,"52,779",0.020299615384615385
3227,Industry Research Co,"76,335",0.02935961538461538
3228,The Avail List,"6,485",0.002494230769230769
3229,Globo International Distribution,"6,041",0.0023234615384615386
3230,Nobis Rehabilitation Partners,739,0.0002842307692307692
3231,ViacomCBS,"70,588",0.02714923076923077
3232,Restart,547,0.0002103846153846153
3233,FLOYD ENTERPRIESES INC,3,1.1538461538461538e-06
3234,CamRojud,"1,051",0.0004042307692307692
3235,FINRA Investor Education Foundation,351,0.000135
3236,Amazon Science,"38,551",0.01482730769230769
3237,The Roux Institute at Northeastern University,"2,121",0.0008157692307692308
3238,LinkedIn News Asia,"979,938",0.3768992307692308
3239,Texas Media & Analytics,507,0.000195
3240,COVID-19 Business Resource Center,"16,989",0.0065342307692307705
3241,The Neighborhood Korner,170,6.53846153846154e-05
3242,Visa Direct,"1,710",0.0006576923076923077
3243,Amazon Associates,"1,414",0.0005438461538461539
3244,Benetton Group,"195,914",0.07535153846153847
3245,Expansión,"201,831",0.07762730769230769
3246,IED Barcelona,"12,349",0.004749615384615385
3247,Vidal Grup,"1,037",0.0003988461538461538
3248,JACK & JONES,"3,698",0.0014223076923076926
3249,Servei Inserció Laboral Binomis,23,8.846153846153847e-06
3250,TransPerfect,"461,229",0.17739576923076925
3251,Pristine Security Service Ltd.,34,1.3076923076923075e-05
3252,Create,394,0.00015153846153846153
3253,Fiverr Freelancers (Buyer and Seller),"21,758",0.008368461538461538
3254,SDR - Software Development & Research,8,3.076923076923077e-06
3255,Deutsche Bank,"1,273,105",0.4896557692307692
3256,Boris Johnson,"189,646",0.07294076923076924
3257,UK Ministry of Defence,"266,588",0.10253384615384616
3258,Royal Air Force (RAF),"57,454",0.022097692307692308
3259,BAE Systems Inc.,"143,469",0.05518038461538461
3260,BAE Systems,"524,607",0.20177192307692307
3261,Rolls-Royce,"898,153",0.3454434615384616
3262,Lendlease,"369,419",0.14208423076923074
3263,Emirates,"2,122,552",0.8163661538461539
3264,Royal Mail,"103,663",0.03987038461538461
3265,B&Q,"78,731",0.03028115384615385
3266,Kingfisher plc,"52,813",0.020312692307692302
3267,International SOS,"209,699",0.08065346153846152
3268,John Lewis & Partners,"274,233",0.10547423076923076
3269,Co-op,"115,091",0.044265769230769234
3270,Qlik,"170,618",0.06562230769230769
3271,Carillion,"107,325",0.041278846153846166
3272,Aramex,"282,706",0.10873307692307692
3273,Blue Arrow,"21,520",0.008276923076923078
3274,Etihad,"1,036,802",0.39876999999999996
3275,Leeds Beckett University,"124,455",0.047867307692307695
3276,Quintiq a Dassault Systèmes company,"20,894",0.008036153846153846
3277,SAUDI AIRLINES,"214,034",0.08232076923076924
3278,Wickes,"26,702",0.01027
3279,Menzies Aviation,"61,404",0.02361692307692308
3280,Gleeds,"42,812",0.016466153846153846
3281,XPO Logistics Europe,"137,896",0.05303692307692308
3282,Screwfix,"39,834",0.015320769230769232
3283,Parcelforce Worldwide,"10,031",0.003858076923076923
3284,Manchester United,"156,628",0.060241538461538464
3285,Arriva Rail North (Northern),"12,551",0.004827307692307692
3286,Wates Group,"91,496",0.03519076923076924
3287,Morgan Sindall Construction & Infrastructure,"112,816",0.04339076923076923
3288,RMIG,969,0.00037269230769230766
3289,Bibby Distribution,"9,084",0.003493846153846154
3290,Kier Group,"236,347",0.09090269230769232
3291,DPD UK,"21,085",0.008109615384615384
3292,LTA,"14,583",0.0056088461538461535
3293,Nuclear Decommissioning Authority,"20,017",0.007698846153846155
3294,Willmott Dixon,"112,254",0.04317461538461539
3295,Alsalam Aerospace Industries,"23,562",0.009062307692307692
3296,de Poel,"3,703",0.0014242307692307694
3297,British Olympic Association,"23,874",0.009182307692307693
3298,The Guardian,"331,108",0.12734923076923074
3299,Hermes,"31,925",0.012278846153846154
3300,Laing O'Rourke,"269,140",0.10351538461538462
3301,Post Office Ltd,"26,978",0.010376153846153846
3302,Thomas Cook Group plc,"129,425",0.04977884615384615
3303,Sellafield Ltd,"34,398",0.01323
3304,Myprotein,"22,271",0.008565769230769231
3305,Adyen,"102,557",0.039445
3306,Next,"184,310",0.07088846153846154
3307,Advanced Electronics Company,"91,500",0.03519230769230769
3308,Supreme Group,"77,709",0.02988807692307692
3309,BAM Nuttall Ltd,"69,297",0.026652692307692308
3310,Balfour Beatty plc,"197,028",0.07578
3311,England & Wales Cricket Board (ECB),"20,534",0.007897692307692309
3312,International Systems Engineering - ISE,"10,497",0.004037307692307693
3313,Manchester City Football Club,"77,204",0.02969384615384616
3314,Clipper Logistics plc,"16,145",0.006209615384615386
3315,Tottenham Hotspur Football Club,"62,782",0.02414692307692308
3316,ATP Tour,"31,051",0.011942692307692309
3317,Wimbledon - The All England Lawn Tennis Club (Championships) Limited,"30,007",0.011541153846153843
3318,Abbey Logistics Group,"5,319",0.0020457692307692308
3319,Clarke Transport,"5,285",0.002032692307692308
3320,Boohoo Group PLC,"80,403",0.03092423076923077
3321,DSRL,"4,533",0.0017434615384615386
3322,Murphy International Limited,"15,469",0.005949615384615385
3323,Yodel (Yodel Delivery Network Ltd),"21,770",0.008373076923076924
3324,Qatar Post,"44,839",0.01724576923076923
3325,Watson-Marlow Fluid Technology Group,"11,436",0.0043984615384615395
3326,Hilti Great Britain,"19,930",0.007665384615384616
3327,FareShare UK,"8,359",0.0032150000000000004
3328,Defence Equipment & Support (DE&S),"58,901",0.02265423076923077
3329,Eddie Stobart,"22,753",0.008751153846153846
3330,The Co-op,"1,851",0.000711923076923077
3331,DeepMind,"199,087",0.07657192307692308
3332,Fujitsu UK,"42,667",0.016410384615384615
3333,Transport for Greater Manchester,"15,477",0.005952692307692308
3334,Oliver Sanderson Group PLC,"21,908",0.008426153846153845
3335,BAE Systems Saudi Arabia,"22,711",0.008735
3336,Magnox Ltd,"13,398",0.005153076923076922
3337,MAG (Airports Group),"27,584",0.01060923076923077
3338,Jaguar Land Rover UK,"27,832",0.010704615384615384
3339,RisCo.ro,"12,884",0.004955384615384615
3340,Aldi UK,"131,863",0.05071653846153847
3341,The Malcolm Group,"3,804",0.001463076923076923
3342,SMSCMC,"1,892",0.0007276923076923077
3343,Driver and Vehicle Standards Agency (DVSA),"18,408",0.0070799999999999995
3344,Pro:Direct Sport,"4,909",0.0018880769230769227
3345,BAE Systems Air,"18,123",0.006970384615384614
3346,BAE Systems Maritime,"44,984",0.017301538461538462
3347,Whistl UK Ltd,"6,828",0.002626153846153846
3348,Lancashire Constabulary,"9,199",0.003538076923076923
3349,Office for Nuclear Regulation,"11,721",0.004508076923076925
3350,Galliford Try,"78,631",0.030242692307692307
3351,PEOPLE CREATE LIMITED,64,2.4615384615384616e-05
3352,MANFREIGHT LIMITED,"2,225",0.0008557692307692308
3353,Thornley & Lumb Partnership Ltd,146,5.615384615384616e-05
3354,Fung Group Europe,"4,791",0.0018426923076923078
3355,NIO,"157,409",0.060541923076923077
3356,Scania UK,"12,406",0.004771538461538462
3357,BAE Systems SDT,"9,990",0.003842307692307693
3358,Martin Brower UK and Ireland,"2,733",0.0010511538461538462
3359,Defence Infrastructure Organisation (DIO),"23,746",0.009133076923076923
3360,First 4 Recruitment Ltd,"1,583",0.0006088461538461537
3361,The Supply Chain Consulting Group Limited,"2,692",0.0010353846153846153
3362,City Football Group,"10,544",0.004055384615384615
3363,NVIDIA AI,"194,942",0.07497769230769231
3364,Saudi Arabian Military Industries (SAMI),"58,223",0.02239346153846154
3365,Shipster,236,9.076923076923078e-05
3366,THE COUTURE CLUB LTD,"3,022",0.0011623076923076925
3367,FANDOMACE LIMITED. Eastern Europe & Central Asia Logistics. UK Prep Centre. Export Growth Solutions,346,0.0001330769230769231
3368,Stork Logistics,"3,585",0.001378846153846154
3369,NEOM,"268,829",0.10339576923076924
3370,Machine Learning,"76,043",0.029247307692307687
3371,Buffaload Logistics,"1,613",0.0006203846153846152
3372,10.000feet,"40,423",0.01554730769230769
3373,JOB VACANCIES,"250,489",0.09634192307692307
3374,LinkedIn News UK,"628,377",0.24168346153846154
3375,Aleph News,"6,259",0.002407307692307692
3376,Brian Wong,"724,496",0.2786523076923077
3377,Banco Bci,"170,155",0.06544423076923077
3378,Burger King,"290,049",0.11155730769230768
3379,Sodimac,"150,658",0.057945384615384614
3380,Duoc UC,"152,177",0.058529615384615374
3381,Unifood Restaurant Group,498,0.00019153846153846152
3382,PubliPega,"5,974",0.002297692307692308
3383,Unifood Holding,462,0.0001776923076923077
3384,Moving Brands,"30,841",0.011861923076923077
3385,FutureBrand,"87,929",0.03381884615384615
3386,Sweaty Betty,"34,842",0.01340076923076923
3387,Argyll and Bute Council,"3,043",0.0011703846153846155
3388,Bolt Threads,"8,363",0.003216538461538461
3389,iQ3 Cloud Services,931,0.00035807692307692314
3390,Office of the Australian Information Commissioner,"4,156",0.0015984615384615384
3391,Australian Marketing Institute,"15,119",0.005815
3392,Green's General Foods,"2,290",0.0008807692307692307
3393,Sponge Agency,138,5.3076923076923076e-05
3394,Macleay College,"4,046",0.0015561538461538462
3395,Disruptor League,"2,013",0.0007742307692307694
3396,Mumbrella,"29,219",0.011238076923076924
3397,UX Design Institute,"36,464",0.014024615384615384
3398,Atomic 212º,"2,875",0.0011057692307692314
3399,King Street Press,4,1.5384615384615385e-06
3400,Insured By Us,221,8.499999999999999e-05
3401,Beyond Points,21,8.076923076923077e-06
3402,SPARC I The Sales Leader Network,229,8.807692307692307e-05
3403,Advance Your Reach,"1,749",0.0006726923076923077
3404,MojoCrowe,"1,392",0.0005353846153846153
3405,Clarks,"53,611",0.020619615384615386
3406,Bata Group,"62,566",0.024063846153846158
3407,Next Sourcing Limited,"69,555",0.026751923076923083
3408,Diesel,"250,369",0.09629576923076924
3409,RELAXO FOOTWEARS LIMITED,"28,260",0.01086923076923077
3410,Bata India Limited,"46,538",0.017899230769230768
3411,Impulse (India) Pvt. Ltd,"24,057",0.009252692307692307
3412,MNC Business Enterprise cc,"1,748",0.0006723076923076923
3413,Reliance Brands Limited,"104,875",0.040336538461538465
3414,FabAlley,"10,857",0.004175769230769231
3415,Jobs Garments/Textiles/Buying And Merchandising,"52,579",0.020222692307692303
3416,Shradha Sharma,"1,531,976",0.5892215384615385
3417,Steven Sinofsky,"672,634",0.2587053846153846
3418,Sachin Tendulkar,"612,399",0.2355380769230769
3419,Francisco D'Souza,"399,082",0.15349307692307693
3420,John Chambers,"251,250",0.0966346153846154
3421,Terri Ludwig,"369,000",0.14192307692307693
3422,Carrie Schwab-Pomerantz,"369,568",0.14214153846153846
3423,Eric Goldman,"299,037",0.11501423076923074
3424,Ronnie Screwvala,"298,048",0.11463384615384616
3425,Erica Ariel Fox,"160,194",0.06161307692307692
3426,Sergio P. Ermotti,"179,058",0.06886846153846155
3427,Jordy Leiser,"189,638",0.0729376923076923
3428,Michael Powell,"201,125",0.07735576923076923
3429,Ravi Venkatesan,"242,154",0.09313615384615384
